Transaction_ID,Date,Customer_ID,Product_ID,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
599,2020-01-06 21:50:16.216216216,1046,548,Reseller,High,WH-1,Overnight,Delivered,Unsatisfied,False,Late,Credit Card,True,West,Canada
516,2020-01-08 01:30:48.648648648,1026,520,Reseller,Low,WH-3,Express,Delivered,Neutral,False,Damaged,PayPal,False,West,Mexico
871,2020-01-03 06:16:12.972972972,1018,521,Partner,High,WH-2,Overnight,Pending,Unsatisfied,True,Damaged,Credit Card,True,West,USA
46,2020-01-09 18:48:38.918918919,1062,531,Partner,High,WH-3,Overnight,Pending,Unsatisfied,False,Wrong Item,Wire Transfer,True,East,Canada
481,2020-01-02 14:55:08.108108108,1053,537,Direct,Critical,WH-3,2-Day,Delivered,Neutral,True,Damaged,PayPal,False,West,USA
671,2020-01-07 19:40:32.432432432,1100,534,Reseller,Low,WH-2,Overnight,Pending,Unsatisfied,False,Not Specified,Wire Transfer,True,West,Mexico
744,2020-01-04 09:04:51.891891891,1025,542,Direct,High,WH-3,Regular,Pending,Satisfied,True,Not Specified,Credit Card,True,North,Mexico
375,2020-01-02 10:22:42.162162162,1006,524,Direct,Critical,WH-2,Regular,Backorder,Neutral,False,Late,Credit Card,True,North,Mexico
717,2020-01-01 02:22:42.162162162,1054,528,Partner,High,WH-3,Regular,Pending,Satisfied,True,Not Specified,Credit Card,False,West,USA
136,2020-01-05 16:25:56.756756756,1005,544,Partner,High,WH-2,Regular,Backorder,Neutral,True,Not Specified,Wire Transfer,True,West,USA
166,2020-01-08 05:50:16.216216216,1036,516,Online,Low,WH-2,Express,Delivered,Unsatisfied,True,Not Specified,Credit Card,False,East,Canada
651,2020-01-01 09:56:45.405405405,1081,546,Reseller,High,WH-2,Regular,Pending,Satisfied,True,Damaged,Wire Transfer,True,East,Canada
779,2020-01-06 08:38:55.135135135,1012,526,Reseller,Critical,WH-3,2-Day,Backorder,Satisfied,False,Late,Wire Transfer,True,North,Canada
902,2020-01-02 16:51:53.513513513,1004,531,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Unknown,PayPal,True,North,Mexico
228,2020-01-04 01:17:50.270270270,1070,525,Partner,Low,WH-2,2-Day,Delivered,Neutral,True,Not Specified,Credit Card,False,South,USA
34,2020-01-03 19:40:32.432432432,1074,529,Reseller,Low,WH-1,2-Day,Backorder,Unsatisfied,True,Not Specified,Wire Transfer,True,South,Canada
612,2020-01-02 03:14:35.675675675,1007,538,Direct,High,WH-2,Regular,Cancelled,Neutral,True,Not Specified,Cash,True,South,Canada
234,2020-01-04 03:01:37.297297297,1070,511,Reseller,High,WH-1,Express,Cancelled,Satisfied,False,Not Specified,Cash,True,West,Mexico
50,2020-01-07 04:19:27.567567567,1092,545,Online,Critical,WH-2,Regular,Delivered,Unsatisfied,True,Late,Wire Transfer,False,West,Mexico
8,2020-01-01 04:19:27.567567567,1085,536,Partner,Medium,WH-3,Regular,Backorder,Satisfied,True,Damaged,Cash,False,West,Canada
330,2020-01-06 22:29:11.351351351,1064,546,Partner,Medium,WH-2,2-Day,Backorder,Unsatisfied,True,Unknown,Cash,False,West,Mexico
822,2020-01-09 09:56:45.405405405,1040,525,Online,Critical,WH-2,2-Day,Pending,Satisfied,True,Wrong Item,PayPal,False,North,USA
804,2020-01-08 23:08:06.486486486,1082,533,Online,Low,WH-3,Overnight,Cancelled,Satisfied,False,Not Specified,PayPal,False,East,Canada
875,2020-01-08 21:11:21.081081081,1048,550,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Wrong Item,Wire Transfer,True,West,Canada
932,2020-01-04 14:42:09.729729729,1003,501,Partner,Medium,WH-3,2-Day,Delivered,Neutral,False,Unknown,Credit Card,False,South,USA
336,2020-01-09 16:00:00.000000000,1011,553,Partner,Low,WH-1,Express,Pending,Neutral,True,Damaged,PayPal,True,North,USA
881,2020-01-05 18:35:40.540540540,1049,522,Partner,Low,WH-2,Regular,Pending,Neutral,False,Damaged,Wire Transfer,False,North,USA
322,2020-01-06 11:27:34.054054054,1075,512,Reseller,Medium,WH-2,2-Day,Delivered,Neutral,False,Damaged,Credit Card,True,North,Canada
980,2020-01-05 03:27:34.054054054,1062,552,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Damaged,Cash,True,South,Mexico
374,2020-01-01 07:47:01.621621621,1070,560,Reseller,High,WH-1,Regular,Cancelled,Unsatisfied,False,Damaged,Cash,True,West,USA
54,2020-01-06 02:22:42.162162162,1026,519,Online,Low,WH-1,Express,Pending,Neutral,False,Wrong Item,Cash,False,East,Canada
997,2020-01-08 09:56:45.405405405,1097,516,Direct,Critical,WH-3,Express,Delivered,Neutral,True,Late,PayPal,False,South,Canada
169,2020-01-08 20:19:27.567567567,1099,560,Reseller,Low,WH-1,Overnight,Pending,Neutral,False,Late,Credit Card,True,North,Canada
427,2020-01-02 17:56:45.405405405,1069,556,Online,High,WH-3,2-Day,Delivered,Unsatisfied,True,Late,Wire Transfer,False,South,Canada
801,2020-01-05 13:11:21.081081081,1059,535,Direct,Critical,WH-1,Overnight,Backorder,Unsatisfied,True,Late,Wire Transfer,False,West,USA
592,2020-01-06 21:37:17.837837837,1008,502,Online,Medium,WH-1,Express,Delivered,Satisfied,False,Damaged,PayPal,False,North,Mexico
764,2020-01-02 16:51:53.513513513,1062,522,Reseller,Medium,WH-2,2-Day,Pending,Unsatisfied,False,Wrong Item,PayPal,False,North,Mexico
853,2020-01-01 06:03:14.594594594,1093,503,Partner,Medium,WH-1,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,West,USA
211,2020-01-05 17:17:50.270270270,1018,524,Online,High,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Credit Card,False,East,USA
493,2020-01-03 07:08:06.486486486,1038,520,Online,Low,WH-3,Express,Delivered,Satisfied,True,Not Specified,Credit Card,False,South,Canada
930,2020-01-05 18:48:38.918918918,1017,556,Partner,Low,WH-3,Regular,Pending,Neutral,False,Not Specified,Wire Transfer,True,East,Canada
916,2020-01-07 01:04:51.891891891,1005,508,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Late,Wire Transfer,False,South,Canada
701,2020-01-05 21:37:17.837837837,1002,515,Partner,Low,WH-1,Express,Backorder,Unsatisfied,True,Wrong Item,Wire Transfer,False,South,USA
88,2020-01-06 01:17:50.270270270,1052,514,Partner,Medium,WH-3,2-Day,Cancelled,Neutral,False,Late,Credit Card,True,East,USA
937,2020-01-02 06:42:09.729729729,1073,506,Online,Low,WH-1,Express,Cancelled,Satisfied,False,Wrong Item,Cash,False,West,Mexico
364,2020-01-04 02:35:40.540540540,1097,521,Online,Critical,WH-1,Regular,Backorder,Neutral,True,Not Specified,PayPal,False,South,Canada
885,2020-01-02 13:11:21.081081081,1059,544,Online,Low,WH-2,Regular,Cancelled,Neutral,True,Late,PayPal,False,West,USA
462,2020-01-02 17:17:50.270270270,1011,530,Reseller,High,WH-2,Express,Pending,Satisfied,False,Late,Wire Transfer,False,North,USA
301,2020-01-07 09:17:50.270270270,1040,547,Partner,Medium,WH-3,2-Day,Backorder,Satisfied,False,Damaged,Cash,True,South,Canada
886,2020-01-06 20:58:22.702702702,1037,502,Online,Medium,WH-3,Regular,Cancelled,Satisfied,True,Unknown,Wire Transfer,False,West,Canada
528,2020-01-08 19:14:35.675675675,1061,531,Partner,High,WH-1,Express,Cancelled,Satisfied,True,Late,Cash,False,West,Mexico
569,2020-01-08 12:58:22.702702702,1083,526,Direct,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Not Specified,Cash,True,West,USA
787,2020-01-06 12:06:29.189189189,1016,560,Online,High,WH-2,Regular,Backorder,Unsatisfied,True,Wrong Item,PayPal,False,South,USA
762,2020-01-06 23:21:04.864864864,1047,554,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Damaged,PayPal,True,South,Mexico
120,2020-01-08 21:50:16.216216216,1008,515,Partner,Low,WH-2,2-Day,Cancelled,Unsatisfied,True,Unknown,Wire Transfer,False,North,Mexico
614,2020-01-09 04:06:29.189189189,1023,506,Direct,High,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Wire Transfer,True,North,Canada
938,2020-01-04 17:30:48.648648648,1068,522,Direct,Low,WH-1,Regular,Cancelled,Neutral,True,Not Specified,Credit Card,False,South,Mexico
460,2020-01-05 15:21:04.864864864,1041,510,Partner,High,WH-3,Regular,Delivered,Neutral,False,Damaged,Cash,True,West,Mexico
217,2020-01-08 03:53:30.810810810,1083,521,Direct,Low,WH-3,Overnight,Cancelled,Unsatisfied,True,Unknown,Credit Card,False,East,USA
10,2020-01-02 02:09:43.783783783,1063,538,Online,High,WH-3,Regular,Backorder,Unsatisfied,True,Not Specified,Wire Transfer,False,South,Mexico
51,2020-01-09 14:55:08.108108108,1095,535,Partner,Low,WH-1,Express,Cancelled,Satisfied,False,Not Specified,Credit Card,True,South,Canada
688,2020-01-07 19:53:30.810810810,1098,521,Partner,Critical,WH-2,2-Day,Delivered,Unsatisfied,True,Late,PayPal,True,North,Canada
243,2020-01-06 16:38:55.135135135,1055,532,Reseller,Critical,WH-3,Regular,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
961,2020-01-07 01:56:45.405405405,1079,557,Online,Low,WH-2,Regular,Cancelled,Satisfied,True,Unknown,Credit Card,False,East,Mexico
265,2020-01-05 05:50:16.216216216,1075,552,Direct,Critical,WH-3,2-Day,Cancelled,Satisfied,True,Unknown,PayPal,False,West,Canada
525,2020-01-07 03:14:35.675675675,1086,529,Reseller,Critical,WH-2,Express,Delivered,Unsatisfied,True,Wrong Item,Credit Card,True,West,USA
967,2020-01-05 20:32:25.945945945,1018,523,Partner,Low,WH-3,Overnight,Delivered,Neutral,True,Late,Credit Card,False,North,Canada
245,2020-01-09 18:09:43.783783783,1003,516,Direct,Critical,WH-1,Express,Pending,Neutral,True,Late,Credit Card,False,East,USA
346,2020-01-06 18:09:43.783783783,1026,537,Partner,Critical,WH-2,Overnight,Delivered,Satisfied,False,Damaged,Wire Transfer,False,South,USA
390,2020-01-06 06:42:09.729729729,1057,506,Online,Low,WH-2,2-Day,Delivered,Unsatisfied,False,Wrong Item,Wire Transfer,True,South,USA
133,2020-01-01 13:50:16.216216216,1051,527,Reseller,High,WH-1,Overnight,Pending,Unsatisfied,True,Damaged,Cash,True,West,USA
159,2020-01-09 08:51:53.513513513,1056,549,Direct,Medium,WH-3,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
378,2020-01-01 21:11:21.081081081,1051,551,Reseller,Low,WH-2,2-Day,Delivered,Satisfied,False,Wrong Item,PayPal,True,South,USA
458,2020-01-08 08:12:58.378378378,1078,510,Partner,Low,WH-2,Overnight,Cancelled,Neutral,False,Not Specified,PayPal,True,West,USA
653,2020-01-07 17:56:45.405405405,1009,510,Online,Critical,WH-3,Regular,Backorder,Neutral,True,Late,Cash,True,West,USA
831,2020-01-08 14:03:14.594594594,1025,539,Direct,Medium,WH-1,Regular,Backorder,Satisfied,False,Late,Cash,False,North,Canada
626,2020-01-05 09:17:50.270270270,1020,507,Partner,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Wire Transfer,False,South,Mexico
431,2020-01-07 04:32:25.945945946,1038,502,Reseller,Low,WH-1,Express,Cancelled,Satisfied,False,Damaged,Credit Card,True,North,USA
923,2020-01-02 21:50:16.216216216,1099,528,Direct,Critical,WH-3,2-Day,Pending,Neutral,False,Not Specified,PayPal,True,South,Canada
315,2020-01-06 11:40:32.432432432,1095,542,Partner,Critical,WH-3,2-Day,Delivered,Satisfied,True,Not Specified,Credit Card,False,East,Canada
526,2020-01-07 19:53:30.810810810,1092,557,Reseller,Critical,WH-2,Overnight,Delivered,Satisfied,False,Wrong Item,Cash,False,West,USA
667,2020-01-04 04:58:22.702702702,1070,526,Partner,Medium,WH-2,2-Day,Pending,Neutral,True,Late,Cash,False,East,Canada
311,2020-01-03 15:21:04.864864864,1024,526,Reseller,High,WH-3,Express,Backorder,Unsatisfied,False,Not Specified,Cash,False,South,Mexico
627,2020-01-03 03:01:37.297297297,1011,525,Direct,Medium,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Cash,False,North,Canada
908,2020-01-08 09:56:45.405405405,1054,530,Online,Medium,WH-1,Express,Pending,Neutral,True,Wrong Item,Credit Card,False,South,Mexico
553,2020-01-07 12:58:22.702702702,1047,538,Partner,High,WH-3,2-Day,Delivered,Neutral,True,Wrong Item,PayPal,True,West,USA
724,2020-01-01 07:21:04.864864864,1033,518,Reseller,Medium,WH-2,2-Day,Backorder,Satisfied,False,Late,Credit Card,True,South,USA
498,2020-01-07 14:42:09.729729729,1034,537,Partner,Low,WH-2,2-Day,Pending,Unsatisfied,True,Damaged,Credit Card,True,West,Mexico
331,2020-01-07 20:58:22.702702702,1022,536,Online,High,WH-1,Overnight,Delivered,Unsatisfied,False,Unknown,Wire Transfer,False,South,Canada
45,2020-01-07 07:08:06.486486486,1004,540,Reseller,High,WH-1,Regular,Delivered,Neutral,False,Wrong Item,Cash,True,West,Mexico
327,2020-01-05 04:06:29.189189189,1035,558,Online,Low,WH-1,Overnight,Cancelled,Neutral,False,Late,PayPal,False,North,Canada
555,2020-01-08 16:25:56.756756756,1092,547,Reseller,High,WH-1,Regular,Backorder,Neutral,False,Late,Wire Transfer,True,North,Canada
565,2020-01-04 01:43:47.027027027,1003,530,Reseller,Critical,WH-3,2-Day,Delivered,Unsatisfied,True,Unknown,Credit Card,True,South,USA
574,2020-01-09 22:29:11.351351351,1092,512,Reseller,High,WH-1,Regular,Pending,Neutral,True,Wrong Item,Wire Transfer,True,North,Mexico
890,2020-01-01 12:19:27.567567567,1039,534,Partner,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Cash,True,West,Canada
449,2020-01-03 11:40:32.432432432,1068,523,Direct,Low,WH-3,Overnight,Backorder,Satisfied,True,Wrong Item,Credit Card,False,North,Canada
509,2020-01-06 23:08:06.486486486,1070,505,Reseller,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,True,East,Mexico
735,2020-01-06 13:11:21.081081081,1073,544,Reseller,High,WH-1,Express,Cancelled,Neutral,False,Not Specified,Wire Transfer,False,East,Mexico
684,2020-01-05 15:21:04.864864864,1031,544,Reseller,Critical,WH-2,Regular,Pending,Unsatisfied,False,Damaged,Cash,True,North,Canada
71,2020-01-07 23:47:01.621621621,1014,536,Online,Medium,WH-3,Regular,Pending,Unsatisfied,False,Damaged,PayPal,True,East,Canada
730,2020-01-09 07:08:06.486486486,1062,525,Reseller,Medium,WH-1,Express,Backorder,Unsatisfied,True,Damaged,PayPal,False,South,Canada
124,2020-01-02 22:42:09.729729729,1025,511,Reseller,High,WH-1,Express,Delivered,Neutral,False,Wrong Item,Wire Transfer,True,West,Mexico
931,2020-01-04 23:08:06.486486486,1088,544,Reseller,High,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,PayPal,True,South,USA
882,2020-01-01 08:12:58.378378378,1088,506,Reseller,Low,WH-2,Regular,Backorder,Satisfied,False,Damaged,Credit Card,True,West,USA
624,2020-01-06 00:51:53.513513513,1047,524,Partner,High,WH-1,Express,Cancelled,Unsatisfied,True,Late,Wire Transfer,False,East,Canada
546,2020-01-08 22:42:09.729729729,1030,550,Partner,Medium,WH-3,Regular,Delivered,Satisfied,True,Late,PayPal,False,South,Mexico
755,2020-01-07 15:34:03.243243243,1059,545,Reseller,Medium,WH-1,2-Day,Backorder,Satisfied,False,Late,Credit Card,False,North,USA
591,2020-01-08 09:04:51.891891891,1092,528,Direct,Critical,WH-2,Overnight,Backorder,Unsatisfied,True,Unknown,Wire Transfer,False,East,Canada
990,2020-01-08 22:42:09.729729729,1033,530,Direct,High,WH-3,Overnight,Pending,Neutral,False,Not Specified,Credit Card,True,South,Canada
122,2020-01-08 03:01:37.297297297,1004,529,Reseller,Medium,WH-3,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,False,North,USA
873,2020-01-08 01:56:45.405405405,1037,538,Direct,High,WH-1,Express,Delivered,Unsatisfied,True,Wrong Item,Wire Transfer,True,South,Canada
620,2020-01-08 05:11:21.081081081,1060,519,Direct,Low,WH-2,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
372,2020-01-06 20:45:24.324324324,1039,544,Partner,Critical,WH-3,Express,Cancelled,Unsatisfied,True,Not Specified,Credit Card,False,West,Mexico
354,2020-01-05 06:03:14.594594594,1072,551,Online,Low,WH-3,2-Day,Cancelled,Neutral,True,Wrong Item,PayPal,False,South,Mexico
697,2020-01-09 04:06:29.189189189,1092,525,Partner,High,WH-1,Express,Cancelled,Satisfied,False,Unknown,Cash,True,West,USA
829,2020-01-07 14:16:12.972972973,1093,542,Online,Medium,WH-1,Overnight,Delivered,Neutral,True,Wrong Item,Credit Card,True,West,USA
583,2020-01-08 21:24:19.459459459,1088,531,Reseller,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,True,South,Mexico
125,2020-01-07 20:58:22.702702702,1067,552,Reseller,High,WH-1,2-Day,Pending,Neutral,True,Not Specified,Credit Card,False,East,Mexico
128,2020-01-05 10:22:42.162162162,1027,547,Direct,Critical,WH-1,2-Day,Pending,Satisfied,True,Not Specified,Wire Transfer,True,North,USA
887,2020-01-07 18:48:38.918918919,1061,538,Direct,Medium,WH-3,2-Day,Delivered,Unsatisfied,False,Damaged,Cash,False,West,Canada
789,2020-01-05 00:00:00.000000000,1017,510,Reseller,Low,WH-3,Express,Pending,Neutral,True,Not Specified,Wire Transfer,False,East,USA
709,2020-01-06 04:32:25.945945946,1021,504,Partner,Critical,WH-1,Overnight,Pending,Unsatisfied,True,Damaged,PayPal,True,East,Canada
70,2020-01-03 04:06:29.189189189,1085,532,Online,Low,WH-1,Regular,Delivered,Satisfied,True,Late,PayPal,False,South,Canada
618,2020-01-05 14:42:09.729729729,1036,541,Direct,High,WH-3,Overnight,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
262,2020-01-04 08:38:55.135135135,1057,530,Reseller,High,WH-1,Regular,Pending,Satisfied,False,Wrong Item,Wire Transfer,True,East,USA
426,2020-01-02 04:58:22.702702702,1027,514,Direct,Low,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,North,USA
777,2020-01-08 22:16:12.972972973,1082,516,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,False,Damaged,Cash,False,South,USA
840,2020-01-03 06:29:11.351351351,1042,504,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Cash,True,East,USA
48,2020-01-02 16:51:53.513513513,1032,560,Partner,Critical,WH-2,2-Day,Backorder,Neutral,False,Late,Credit Card,True,South,USA
594,2020-01-04 07:47:01.621621621,1035,506,Online,Critical,WH-3,Regular,Pending,Neutral,True,Wrong Item,Wire Transfer,False,East,Mexico
605,2020-01-09 13:24:19.459459459,1014,541,Partner,High,WH-3,Overnight,Backorder,Unsatisfied,False,Not Specified,Credit Card,False,West,Mexico
379,2020-01-06 22:16:12.972972973,1072,532,Direct,Medium,WH-1,2-Day,Delivered,Neutral,False,Unknown,PayPal,True,West,Mexico
643,2020-01-04 21:50:16.216216216,1024,549,Partner,High,WH-2,Express,Delivered,Unsatisfied,True,Not Specified,Cash,False,East,Mexico
518,2020-01-09 08:38:55.135135135,1085,550,Reseller,Critical,WH-2,2-Day,Cancelled,Neutral,False,Late,Cash,True,West,USA
976,2020-01-02 07:08:06.486486486,1081,515,Direct,Low,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,Wire Transfer,False,East,Mexico
884,2020-01-05 01:17:50.270270270,1012,523,Reseller,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Late,Cash,False,North,USA
472,2020-01-05 15:47:01.621621621,1001,554,Direct,High,WH-1,Overnight,Backorder,Neutral,True,Late,Wire Transfer,True,North,Mexico
969,2020-01-08 19:40:32.432432432,1037,504,Online,Low,WH-1,Overnight,Delivered,Satisfied,True,Late,Credit Card,False,North,USA
706,2020-01-06 12:19:27.567567567,1036,519,Partner,High,WH-3,2-Day,Cancelled,Satisfied,False,Late,Cash,True,North,Mexico
630,2020-01-03 10:35:40.540540540,1087,501,Online,Critical,WH-1,Overnight,Pending,Unsatisfied,True,Wrong Item,Wire Transfer,False,South,Mexico
38,2020-01-08 17:04:51.891891891,1085,532,Direct,Low,WH-3,2-Day,Delivered,Satisfied,False,Damaged,PayPal,False,West,USA
135,2020-01-08 13:11:21.081081081,1021,517,Direct,Medium,WH-2,2-Day,Pending,Unsatisfied,False,Not Specified,Cash,False,South,Mexico
774,2020-01-08 20:32:25.945945946,1070,542,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,West,USA
152,2020-01-03 01:43:47.027027027,1090,501,Reseller,Low,WH-3,Overnight,Pending,Neutral,False,Wrong Item,PayPal,True,South,Canada
507,2020-01-09 11:40:32.432432432,1071,553,Direct,Medium,WH-3,Regular,Backorder,Unsatisfied,True,Late,Credit Card,False,South,USA
107,2020-01-08 18:22:42.162162162,1034,558,Partner,High,WH-2,Express,Pending,Neutral,False,Wrong Item,PayPal,True,East,USA
23,2020-01-07 22:16:12.972972973,1006,532,Direct,High,WH-1,Overnight,Backorder,Neutral,False,Not Specified,PayPal,True,South,Canada
522,2020-01-02 13:50:16.216216216,1084,534,Partner,Critical,WH-3,2-Day,Pending,Satisfied,False,Late,PayPal,False,South,Mexico
369,2020-01-09 01:43:47.027027027,1078,537,Direct,Low,WH-2,2-Day,Pending,Satisfied,True,Damaged,PayPal,False,West,USA
527,2020-01-05 20:06:29.189189189,1063,539,Partner,Low,WH-3,2-Day,Cancelled,Satisfied,False,Late,Wire Transfer,True,South,Canada
413,2020-01-09 14:42:09.729729729,1005,544,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,False,Not Specified,PayPal,False,North,Canada
704,2020-01-07 05:11:21.081081081,1051,513,Online,Critical,WH-3,Express,Backorder,Satisfied,False,Wrong Item,Credit Card,False,East,USA
111,2020-01-05 03:40:32.432432432,1077,546,Partner,Medium,WH-2,Express,Cancelled,Neutral,True,Late,Cash,False,North,USA
968,2020-01-07 14:03:14.594594594,1070,526,Partner,Low,WH-1,2-Day,Cancelled,Satisfied,False,Unknown,Credit Card,True,West,USA
438,2020-01-07 17:56:45.405405405,1012,528,Partner,Medium,WH-1,Overnight,Pending,Neutral,False,Wrong Item,PayPal,False,West,Mexico
876,2020-01-02 15:08:06.486486486,1065,503,Direct,Critical,WH-1,Regular,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,East,Mexico
242,2020-01-09 14:55:08.108108108,1024,546,Online,High,WH-3,Express,Delivered,Unsatisfied,False,Damaged,Cash,True,South,Mexico
256,2020-01-08 08:51:53.513513513,1004,533,Direct,Low,WH-3,2-Day,Delivered,Unsatisfied,True,Not Specified,PayPal,False,East,Mexico
943,2020-01-03 07:47:01.621621621,1067,533,Reseller,Low,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,True,South,Canada
844,2020-01-06 20:58:22.702702702,1013,532,Direct,High,WH-1,Express,Delivered,Neutral,True,Damaged,Wire Transfer,False,South,Canada
221,2020-01-06 03:53:30.810810810,1052,546,Partner,Medium,WH-2,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,True,South,Mexico
179,2020-01-07 22:03:14.594594594,1078,550,Direct,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Wrong Item,PayPal,False,East,Mexico
933,2020-01-01 09:56:45.405405405,1032,557,Partner,Critical,WH-2,Overnight,Pending,Neutral,False,Damaged,PayPal,True,East,USA
543,2020-01-04 14:16:12.972972973,1049,560,Reseller,Critical,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,USA
377,2020-01-03 02:09:43.783783783,1007,549,Online,High,WH-3,2-Day,Cancelled,Neutral,False,Unknown,Cash,False,North,Canada
584,2020-01-09 22:16:12.972972973,1087,516,Online,Medium,WH-1,2-Day,Delivered,Unsatisfied,True,Damaged,PayPal,False,South,USA
443,2020-01-06 01:30:48.648648648,1089,501,Partner,Critical,WH-3,Overnight,Cancelled,Neutral,True,Not Specified,PayPal,True,North,USA
